"","subject","activity","variable","average"
"2506","16","WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.799534450491804
"2507","17","WALKING_DOWNSTAIRS","tBodyGyro-std()-X",-0.985719333333333
"2508","17","SITTING","tBodyGyro-std()-X",-0.7250048879375
"2509","19","SITTING","tBodyGyro-std()-X",-0.637789914575556
"2510","21","SITTING","tBodyGyro-std()-X",-0.796172286899509
"2511","22","SITTING","tBodyGyro-std()-X",-0.743170551461616
"2512","22","STANDING","tBodyGyro-std()-X",-0.619856056592683
"2513","23","STANDING","tBodyGyro-std()-X",-0.755738625241935
"2514","25","STANDING","tBodyGyro-std()-X",-0.683131970775061
"2515","26","STANDING","tBodyGyro-std()-X",-0.766673970339285
"2516","27","STANDING","tBodyGyro-std()-X",-0.987584196794872
"2517","27","LAYING","tBodyGyro-std()-X",-0.745669027144295
"2518","28","LAYING","tBodyGyro-std()-X",-0.740276591873298
"2519","29","LAYING","tBodyGyro-std()-X",-0.73469927369157
"2520","30","LAYING","tBodyGyro-std()-X",-0.671005846122715
"2521","2","WALKING","tBodyGyro-std()-Y",-0.722943674337748
"2522","4","WALKING","tBodyGyro-std()-Y",-0.828888294742268
"2523","4","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.749889456666667
"2524","9","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.670498220701389
"2525","10","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.976850974833333
"2526","10","WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.492482432210256
"2527","12","WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.774444433548388
"2528","12","SITTING","tBodyGyro-std()-Y",-0.680398804104478
"2529","13","SITTING","tBodyGyro-std()-Y",-0.645728612088685
"2530","18","SITTING","tBodyGyro-std()-Y",-0.977660980333333
"2531","18","STANDING","tBodyGyro-std()-Y",-0.759370761556886
"2532","20","STANDING","tBodyGyro-std()-Y",-0.642839666627273
"2533","20","LAYING","tBodyGyro-std()-Y",-0.485894484605705
"2534","24","LAYING","tBodyGyro-std()-Y",-0.763365457296588
"2535","1","WALKING","tBodyGyro-std()-Y",-0.450979810499567
"2536","3","WALKING","tBodyGyro-std()-Y",-0.76302218170088
"2537","5","WALKING","tBodyGyro-std()-Y",-0.705638306688742
"2538","6","WALKING","tBodyGyro-std()-Y",-0.761438068516949
"2539","6","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.267781342044944
"2540","7","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.652408657909091
"2541","8","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.570941237019217
"2542","11","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.703501766487342
"2543","14","WALKING_UPSTAIRS","tBodyGyro-std()-Y",-0.962039041139241
"2544","14","WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.216650778374795
"2545","15","WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.708779069191463
"2546","16","WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.810124133715847
"2547","17","WALKING_DOWNSTAIRS","tBodyGyro-std()-Y",-0.985762623125
"2548","17","SITTING","tBodyGyro-std()-Y",-0.73173270325
"2549","19","SITTING","tBodyGyro-std()-Y",-0.643866300560305
"2550","21","SITTING","tBodyGyro-std()-Y",-0.765057760637255
"2551","22","SITTING","tBodyGyro-std()-Y",-0.836307422323232
"2552","22","STANDING","tBodyGyro-std()-Y",-0.699934248861789
"2553","23","STANDING","tBodyGyro-std()-Y",-0.500338191139785
"2554","25","STANDING","tBodyGyro-std()-Y",-0.752261013276283
"2555","26","STANDING","tBodyGyro-std()-Y",-0.800675471045919
"2556","27","STANDING","tBodyGyro-std()-Y",-0.983939928846154
"2557","27","LAYING","tBodyGyro-std()-Y",-0.754439610369128
"2558","28","LAYING","tBodyGyro-std()-Y",-0.741285540196335
"2559","29","LAYING","tBodyGyro-std()-Y",-0.634569173421511
"2560","30","LAYING","tBodyGyro-std()-Y",-0.538990663942298
"2561","2","WALKING","tBodyGyro-std()-Z",-0.634888927843047
"2562","4","WALKING","tBodyGyro-std()-Z",-0.745904225824743
"2563","4","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.695570737073171
"2564","9","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.587557692291458
"2565","10","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.957569497
"2566","10","WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.505981516216239
"2567","12","WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.650750149365592
"2568","12","SITTING","tBodyGyro-std()-Z",-0.699245741395522
"2569","13","SITTING","tBodyGyro-std()-Z",-0.643337285033639
"2570","18","SITTING","tBodyGyro-std()-Z",-0.962330311666667
"2571","18","STANDING","tBodyGyro-std()-Z",-0.72614680991018
"2572","20","STANDING","tBodyGyro-std()-Z",-0.579620527478788
"2573","20","LAYING","tBodyGyro-std()-Z",-0.460843186407692
"2574","24","LAYING","tBodyGyro-std()-Z",-0.708251676335958
"2575","1","WALKING","tBodyGyro-std()-Z",-0.597496136795101
"2576","3","WALKING","tBodyGyro-std()-Z",-0.70948344032258
"2577","5","WALKING","tBodyGyro-std()-Z",-0.606589817380794
"2578","6","WALKING","tBodyGyro-std()-Z",-0.723490206153814
"2579","6","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.272215022761798
"2580","7","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.663340760331169
"2581","8","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.511392038012812
"2582","11","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.725016008797468
"2583","14","WALKING_UPSTAIRS","tBodyGyro-std()-Z",-0.967101618101266
"2584","14","WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.16936650962377
"2585","15","WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.721826987530488
"2586","16","WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.737629967961749
"2587","17","WALKING_DOWNSTAIRS","tBodyGyro-std()-Z",-0.985666489166667
"2588","17","SITTING","tBodyGyro-std()-Z",-0.681002221107188
"2589","19","SITTING","tBodyGyro-std()-Z",-0.645682212189167
"2590","21","SITTING","tBodyGyro-std()-Z",-0.701642028499559
"2591","22","SITTING","tBodyGyro-std()-Z",-0.720618809515151
"2592","22","STANDING","tBodyGyro-std()-Z",-0.547955275764228
"2593","23","STANDING","tBodyGyro-std()-Z",-0.609683451821774
"2594","25","STANDING","tBodyGyro-std()-Z",-0.74741022
"2595","26","STANDING","tBodyGyro-std()-Z",-0.703347205619898
"2596","27","STANDING","tBodyGyro-std()-Z",-0.977847181794872
"2597","27","LAYING","tBodyGyro-std()-Z",-0.594631679097316
"2598","28","LAYING","tBodyGyro-std()-Z",-0.669789662889791
"2599","29","LAYING","tBodyGyro-std()-Z",-0.713864583982558
"2600","30","LAYING","tBodyGyro-std()-Z",-0.589783442185378
"2601","2","WALKING","tBodyGyroJerk-std()-X",-0.671679103311258
"2602","4","WALKING","tBodyGyroJerk-std()-X",-0.778479585721649
"2603","4","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.637528066829268
"2604","9","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.7617108665625
"2605","10","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.978483352166667
"2606","10","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.632669178589744
"2607","12","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.772069692150537
"2608","12","SITTING","tBodyGyroJerk-std()-X",-0.623189590291045
"2609","13","SITTING","tBodyGyroJerk-std()-X",-0.715772980189602
"2610","18","SITTING","tBodyGyroJerk-std()-X",-0.976198165666667
"2611","18","STANDING","tBodyGyroJerk-std()-X",-0.830920002934133
"2612","20","STANDING","tBodyGyroJerk-std()-X",-0.733941115257576
"2613","20","LAYING","tBodyGyroJerk-std()-X",-0.653186069490385
"2614","24","LAYING","tBodyGyroJerk-std()-X",-0.764490030609974
"2615","1","WALKING","tBodyGyroJerk-std()-X",-0.637812687210375
"2616","3","WALKING","tBodyGyroJerk-std()-X",-0.689328428607039
"2617","5","WALKING","tBodyGyroJerk-std()-X",-0.662581310334437
"2618","6","WALKING","tBodyGyroJerk-std()-X",-0.739023005
"2619","6","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.0342001184382022
"2620","7","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.701731200484416
"2621","8","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.674984452240213
"2622","11","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.781738140601265
"2623","14","WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.981309872025317
"2624","14","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.723150613606558
"2625","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.731382711036585
"2626","16","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.858298719153005
"2627","17","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.992357467708333
"2628","17","SITTING","tBodyGyroJerk-std()-X",-0.75779255871875
"2629","19","SITTING","tBodyGyroJerk-std()-X",-0.618836206634445
"2630","21","SITTING","tBodyGyroJerk-std()-X",-0.792483156720588
"2631","22","SITTING","tBodyGyroJerk-std()-X",-0.760885591313131
"2632","22","STANDING","tBodyGyroJerk-std()-X",-0.625212511333333
"2633","23","STANDING","tBodyGyroJerk-std()-X",-0.728692138333334
"2634","25","STANDING","tBodyGyroJerk-std()-X",-0.768682473178483
"2635","26","STANDING","tBodyGyroJerk-std()-X",-0.732321370690817
"2636","27","STANDING","tBodyGyroJerk-std()-X",-0.992694551282051
"2637","27","LAYING","tBodyGyroJerk-std()-X",-0.776155496711409
"2638","28","LAYING","tBodyGyroJerk-std()-X",-0.720515676293194
"2639","29","LAYING","tBodyGyroJerk-std()-X",-0.736117664139535
"2640","30","LAYING","tBodyGyroJerk-std()-X",-0.780636429556136
"2641","2","WALKING","tBodyGyroJerk-std()-Y",-0.783595466728477
"2642","4","WALKING","tBodyGyroJerk-std()-Y",-0.911436316752578
"2643","4","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.888412003333333
"2644","9","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.773273878854167
"2645","10","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.983924353
"2646","10","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.713441119059829
"2647","12","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.829185586182795
"2648","12","SITTING","tBodyGyroJerk-std()-Y",-0.786312781716417
"2649","13","SITTING","tBodyGyroJerk-std()-Y",-0.718988591831804
"2650","18","SITTING","tBodyGyroJerk-std()-Y",-0.991806091
"2651","18","STANDING","tBodyGyroJerk-std()-Y",-0.874371824640718
"2652","20","STANDING","tBodyGyroJerk-std()-Y",-0.716353299126263
"2653","20","LAYING","tBodyGyroJerk-std()-Y",-0.643573137512821
"2654","24","LAYING","tBodyGyroJerk-std()-Y",-0.792718702440945
"2655","1","WALKING","tBodyGyroJerk-std()-Y",-0.634472244550432
"2656","3","WALKING","tBodyGyroJerk-std()-Y",-0.842659862111437
"2657","5","WALKING","tBodyGyroJerk-std()-Y",-0.774114270364238
"2658","6","WALKING","tBodyGyroJerk-std()-Y",-0.82004406309322
"2659","6","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.300014548011236
"2660","7","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.674920114957467
"2661","8","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.683086930288968
"2662","11","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.868377254082279
"2663","14","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Y",-0.982321302658228
"2664","14","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.60583333504918
"2665","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.85395659207317
"2666","16","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.869573120573771
"2667","17","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Y",-0.993025651041667
"2668","17","SITTING","tBodyGyroJerk-std()-Y",-0.80093311453125
"2669","19","SITTING","tBodyGyroJerk-std()-Y",-0.725991380623889
"2670","21","SITTING","tBodyGyroJerk-std()-Y",-0.815859336004902
"2671","22","SITTING","tBodyGyroJerk-std()-Y",-0.898549452979797
"2672","22","STANDING","tBodyGyroJerk-std()-Y",-0.797747537235773
"2673","23","STANDING","tBodyGyroJerk-std()-Y",-0.546043593651881
"2674","25","STANDING","tBodyGyroJerk-std()-Y",-0.902628080757946
"2675","26","STANDING","tBodyGyroJerk-std()-Y",-0.836112175331633
"2676","27","STANDING","tBodyGyroJerk-std()-Y",-0.993396012564103
"2677","27","LAYING","tBodyGyroJerk-std()-Y",-0.796468156174497
"2678","28","LAYING","tBodyGyroJerk-std()-Y",-0.825038783246072
"2679","29","LAYING","tBodyGyroJerk-std()-Y",-0.853639613139535
"2680","30","LAYING","tBodyGyroJerk-std()-Y",-0.79894807305483
"2681","2","WALKING","tBodyGyroJerk-std()-Z",-0.674611933293047
"2682","4","WALKING","tBodyGyroJerk-std()-Z",-0.790578254329897
"2683","4","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.681795418349593
"2684","9","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.744656038298611
"2685","10","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.982318139166667
"2686","10","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.611026435705128
"2687","12","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.775458577365592
"2688","12","SITTING","tBodyGyroJerk-std()-Z",-0.71311417830597
"2689","13","SITTING","tBodyGyroJerk-std()-Z",-0.712716428498471
"2690","18","SITTING","tBodyGyroJerk-std()-Z",-0.982765702666667
"2691","18","STANDING","tBodyGyroJerk-std()-Z",-0.825666964760479
"2692","20","STANDING","tBodyGyroJerk-std()-Z",-0.715358641818182
"2693","20","LAYING","tBodyGyroJerk-std()-Z",-0.536900063648717
"2694","24","LAYING","tBodyGyroJerk-std()-Z",-0.796816516614174
"2695","1","WALKING","tBodyGyroJerk-std()-Z",-0.664591977786455
"2696","3","WALKING","tBodyGyroJerk-std()-Z",-0.743028500565983
"2697","5","WALKING","tBodyGyroJerk-std()-Z",-0.564680771249008
"2698","6","WALKING","tBodyGyroJerk-std()-Z",-0.70638507157161
"2699","6","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.0509923894251685
"2700","7","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.750808705594156
"2701","8","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.695970301754448
"2702","11","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.795490882468354
"2703","14","WALKING_UPSTAIRS","tBodyGyroJerk-std()-Z",-0.986841167088607
"2704","14","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.525451416913115
"2705","15","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.795626198384146
"2706","16","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.837039926065573
"2707","17","WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-Z",-0.993543291041667
"2708","17","SITTING","tBodyGyroJerk-std()-Z",-0.7804575046875
"2709","19","SITTING","tBodyGyroJerk-std()-Z",-0.686684583831583
"2710","21","SITTING","tBodyGyroJerk-std()-Z",-0.812017312181372
"2711","22","SITTING","tBodyGyroJerk-std()-Z",-0.790942774393939
"2712","22","STANDING","tBodyGyroJerk-std()-Z",-0.663925946674797
"2713","23","STANDING","tBodyGyroJerk-std()-Z",-0.740518145887096
"2714","25","STANDING","tBodyGyroJerk-std()-Z",-0.831848667286064
"2715","26","STANDING","tBodyGyroJerk-std()-Z",-0.773101524821428
"2716","27","STANDING","tBodyGyroJerk-std()-Z",-0.992933121025641
"2717","27","LAYING","tBodyGyroJerk-std()-Z",-0.727982409261745
"2718","28","LAYING","tBodyGyroJerk-std()-Z",-0.769755981125655
"2719","29","LAYING","tBodyGyroJerk-std()-Z",-0.770221314302325
"2720","30","LAYING","tBodyGyroJerk-std()-Z",-0.763228546919061
"2721","2","WALKING","tBodyAccMag-std()",-0.552812545643709
"2722","4","WALKING","tBodyAccMag-std()",-0.670122122716495
"2723","4","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.506297365040651
"2724","9","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.553038255314791
"2725","10","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.942239747
"2726","10","WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.44358190387041
"2727","12","WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.621456341182258
"2728","12","SITTING","tBodyAccMag-std()",-0.509050737147015
"2729","13","SITTING","tBodyAccMag-std()",-0.597230982062691
"2730","18","SITTING","tBodyAccMag-std()",-0.964222192
"2731","18","STANDING","tBodyAccMag-std()",-0.665011683643712
"2732","20","STANDING","tBodyAccMag-std()",-0.614326377454545
"2733","20","LAYING","tBodyAccMag-std()",-0.519017420878205
"2734","24","LAYING","tBodyAccMag-std()",-0.650862147810236
"2735","1","WALKING","tBodyAccMag-std()",-0.497096402038328
"2736","3","WALKING","tBodyAccMag-std()",-0.591224780306451
"2737","5","WALKING","tBodyAccMag-std()",-0.521623451711921
"2738","6","WALKING","tBodyAccMag-std()",-0.62678710983517
"2739","6","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.104608866786517
"2740","7","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.510669879158539
"2741","8","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.554038979266193
"2742","11","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.612882270912658
"2743","14","WALKING_UPSTAIRS","tBodyAccMag-std()",-0.944706586962025
"2744","14","WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.321676687545492
"2745","15","WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.557147874176037
"2746","16","WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.661719690491803
"2747","17","WALKING_DOWNSTAIRS","tBodyAccMag-std()",-0.97465493875
"2748","17","SITTING","tBodyAccMag-std()",-0.585287408546562
"2749","19","SITTING","tBodyAccMag-std()",-0.599552767486306
"2750","21","SITTING","tBodyAccMag-std()",-0.6601960145
"2751","22","SITTING","tBodyAccMag-std()",-0.674728311182828
"2752","22","STANDING","tBodyAccMag-std()",-0.469146190154634
"2753","23","STANDING","tBodyAccMag-std()",-0.565575625792151
"2754","25","STANDING","tBodyAccMag-std()",-0.659015505611247
"2755","26","STANDING","tBodyAccMag-std()",-0.620355788665817
"2756","27","STANDING","tBodyAccMag-std()",-0.973689910897436
"2757","27","LAYING","tBodyAccMag-std()",-0.600445866154362
"2758","28","LAYING","tBodyAccMag-std()",-0.635821226515969
"2759","29","LAYING","tBodyAccMag-std()",-0.579067216088081
"2760","30","LAYING","tBodyAccMag-std()",-0.588158111633681
"2761","2","WALKING","tGravityAccMag-std()",-0.552812545643709
"2762","4","WALKING","tGravityAccMag-std()",-0.670122122716495
"2763","4","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.506297365040651
"2764","9","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.553038255314791
"2765","10","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.942239747
"2766","10","WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.44358190387041
"2767","12","WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.621456341182258
"2768","12","SITTING","tGravityAccMag-std()",-0.509050737147015
"2769","13","SITTING","tGravityAccMag-std()",-0.597230982062691
"2770","18","SITTING","tGravityAccMag-std()",-0.964222192
"2771","18","STANDING","tGravityAccMag-std()",-0.665011683643712
"2772","20","STANDING","tGravityAccMag-std()",-0.614326377454545
"2773","20","LAYING","tGravityAccMag-std()",-0.519017420878205
"2774","24","LAYING","tGravityAccMag-std()",-0.650862147810236
"2775","1","WALKING","tGravityAccMag-std()",-0.497096402038328
"2776","3","WALKING","tGravityAccMag-std()",-0.591224780306451
"2777","5","WALKING","tGravityAccMag-std()",-0.521623451711921
"2778","6","WALKING","tGravityAccMag-std()",-0.62678710983517
"2779","6","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.104608866786517
"2780","7","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.510669879158539
"2781","8","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.554038979266193
"2782","11","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.612882270912658
"2783","14","WALKING_UPSTAIRS","tGravityAccMag-std()",-0.944706586962025
"2784","14","WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.321676687545492
"2785","15","WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.557147874176037
"2786","16","WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.661719690491803
"2787","17","WALKING_DOWNSTAIRS","tGravityAccMag-std()",-0.97465493875
"2788","17","SITTING","tGravityAccMag-std()",-0.585287408546562
"2789","19","SITTING","tGravityAccMag-std()",-0.599552767486306
"2790","21","SITTING","tGravityAccMag-std()",-0.6601960145
"2791","22","SITTING","tGravityAccMag-std()",-0.674728311182828
"2792","22","STANDING","tGravityAccMag-std()",-0.469146190154634
"2793","23","STANDING","tGravityAccMag-std()",-0.565575625792151
"2794","25","STANDING","tGravityAccMag-std()",-0.659015505611247
"2795","26","STANDING","tGravityAccMag-std()",-0.620355788665817
"2796","27","STANDING","tGravityAccMag-std()",-0.973689910897436
"2797","27","LAYING","tGravityAccMag-std()",-0.600445866154362
"2798","28","LAYING","tGravityAccMag-std()",-0.635821226515969
"2799","29","LAYING","tGravityAccMag-std()",-0.579067216088081
"2800","30","LAYING","tGravityAccMag-std()",-0.588158111633681
"2801","2","WALKING","tBodyAccJerkMag-std()",-0.512115278415232
"2802","4","WALKING","tBodyAccJerkMag-std()",-0.71024608685567
"2803","4","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.547890232756097
"2804","9","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.608862145384723
"2805","10","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.970288294833334
"2806","10","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.416276937898718
"2807","12","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.63689834429785
"2808","12","SITTING","tBodyAccJerkMag-std()",-0.468462139639552
"2809","13","SITTING","tBodyAccJerkMag-std()",-0.610248540269938
"2810","18","SITTING","tBodyAccJerkMag-std()",-0.983733639666667
"2811","18","STANDING","tBodyAccJerkMag-std()",-0.72378878633533
"2812","20","STANDING","tBodyAccJerkMag-std()",-0.626302305960101
"2813","20","LAYING","tBodyAccJerkMag-std()",-0.54084761707327
"2814","24","LAYING","tBodyAccJerkMag-std()",-0.689391189346457
"2815","1","WALKING","tBodyAccJerkMag-std()",-0.515922167555159
"2816","3","WALKING","tBodyAccJerkMag-std()",-0.607658214170382
"2817","5","WALKING","tBodyAccJerkMag-std()",-0.589031268133113
"2818","6","WALKING","tBodyAccJerkMag-std()",-0.659452354576272
"2819","6","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.0879004446179775
"2820","7","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.550560230585714
"2821","8","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.564471999961566
"2822","11","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.664241760370254
"2823","14","WALKING_UPSTAIRS","tBodyAccJerkMag-std()",-0.981714665063291
"2824","14","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.483221887802828
"2825","15","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.625660376546646
"2826","16","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.719647028238525
"2827","17","WALKING_DOWNSTAIRS","tBodyAccJerkMag-std()",-0.991481431666667
"2828","17","SITTING","tBodyAccJerkMag-std()",-0.649316139213438
"2829","19","SITTING","tBodyAccJerkMag-std()",-0.601918552871944
"2830","21","SITTING","tBodyAccJerkMag-std()",-0.680069218953922
"2831","22","SITTING","tBodyAccJerkMag-std()",-0.671919866238182
"2832","22","STANDING","tBodyAccJerkMag-std()",-0.457667435430488
"2833","23","STANDING","tBodyAccJerkMag-std()",-0.55872531418629
"2834","25","STANDING","tBodyAccJerkMag-std()",-0.78045186784841
"2835","26","STANDING","tBodyAccJerkMag-std()",-0.677426336392348
"2836","27","STANDING","tBodyAccJerkMag-std()",-0.990626418974359
"2837","27","LAYING","tBodyAccJerkMag-std()",-0.618887250102013
"2838","28","LAYING","tBodyAccJerkMag-std()",-0.687703433627487
"2839","29","LAYING","tBodyAccJerkMag-std()",-0.620472049862791
"2840","30","LAYING","tBodyAccJerkMag-std()",-0.658972148093473
"2841","2","WALKING","tBodyGyroMag-std()",-0.680584887880795
"2842","4","WALKING","tBodyGyroMag-std()",-0.749105473365979
"2843","4","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.639915777398374
"2844","9","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.663198385034722
"2845","10","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.946460267166666
"2846","10","WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.541830959732991
"2847","12","WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.7158966472043
"2848","12","SITTING","tBodyGyroMag-std()",-0.641774640228657
"2849","13","SITTING","tBodyGyroMag-std()",-0.636364939544343
"2850","18","SITTING","tBodyGyroMag-std()",-0.947942481333333
"2851","18","STANDING","tBodyGyroMag-std()",-0.760315278287426
"2852","20","STANDING","tBodyGyroMag-std()",-0.626155662129697
"2853","20","LAYING","tBodyGyroMag-std()",-0.52147139791923
"2854","24","LAYING","tBodyGyroMag-std()",-0.742983126606299
"2855","1","WALKING","tBodyGyroMag-std()",-0.499839593745821
"2856","3","WALKING","tBodyGyroMag-std()",-0.674010290979472
"2857","5","WALKING","tBodyGyroMag-std()",-0.664078383532781
"2858","6","WALKING","tBodyGyroMag-std()",-0.722636443516102
"2859","6","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.201180788774157
"2860","7","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.598670795839286
"2861","8","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.581422885341282
"2862","11","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.696771378957912
"2863","14","WALKING_UPSTAIRS","tBodyGyroMag-std()",-0.94746971556962
"2864","14","WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.317377464295082
"2865","15","WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.675336960047865
"2866","16","WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.78482286579235
"2867","17","WALKING_DOWNSTAIRS","tBodyGyroMag-std()",-0.980494326458333
"2868","17","SITTING","tBodyGyroMag-std()",-0.71559290114375
"2869","19","SITTING","tBodyGyroMag-std()",-0.610093380740278
"2870","21","SITTING","tBodyGyroMag-std()",-0.761303119652451
"2871","22","SITTING","tBodyGyroMag-std()",-0.732423163577272
"2872","22","STANDING","tBodyGyroMag-std()",-0.58616042178374
"2873","23","STANDING","tBodyGyroMag-std()",-0.541949073660753
"2874","25","STANDING","tBodyGyroMag-std()",-0.685152794670659
"2875","26","STANDING","tBodyGyroMag-std()",-0.751833690215051
